Date,Location,Deaths,Injuries,Description
"April 27, 2021","Smyrna, Delaware",1,0,A man shot and killed his wife in the parking lot of Smyrna Middle School after an argument prior to their picking up their child for a doctor's appointment. Police later determined that he had killed a female friend of his wife. The man was killed in a car crash attempting to flee from police.[434]
"May 6, 2021","Rigby, Idaho",0,3,"Two students and one custodian were shot and wounded by a 6th-grade female student who opened fire inside Rigby Middle School in the morning hours of May 6, 2021. The perpetrator was disarmed by a teacher and taken into custody by police.[435]"
"August 13, 2021","Albuquerque, New Mexico",1,0,"A 13-year-old student allegedly shot and killed another 13-year-old student, Bennie Hargrove, during a lunch hour at Washington Middle School.[436][437]"
"August 18, 2021","Orangeburg, South Carolina",0,3,"A 14-year-old student allegedly opened fire in the parking lot of Orangeburg-Wilkinson High School while students were leaving for the day, wounding three.[438]"
"August 27, 2021","Woodridge, Virginia",0,2,A teenager wounded two others in the parking of Freedom High School after two groups got into a fight after a football game.[439]
"August 27, 2021","Sharon Hill, Pennsylvania",1,4,"A drive by shooting following a high school football game at Academy Park High School wounded a civilian, resulting in police at the game firing back. Delaware County District Attorney Jack Stollsteimer says there is a ""high probability"" that the police gunfire struck four people, including a 8-year-old girl who was killed.[440][441]"
"August 27, 2021","Wilmington, North Carolina",0,1,"A student was shot during a fight at New Hanover High School. Another student, Chance Debalo was charged with attempted murder.[442] Deablo plead guilty to intent to kill with a deadly weapon, resulting in injury, and discharging a firearm on school grounds and he was sentenced to over four years in prison.[443]"
"September 1, 2021","Winston-Salem, North Carolina",1,0,"A student was shot and killed at Mount Tabor High School. Suspect, another student at the school, has been taken into custody.[444]"
"September 4, 2021","Towson, Maryland",0,3,"Three people, including one student, were shot on the campus of Towson University during a gathering at 2 am. The gathering was not organized by the university or any student organization.[445]"
"September 7, 2021","Buena Park, California",1[n 1],0,"Cedric Baxter drove his SUV into a school bus driven by his estranged wife then opened fire on it, a six-year old child was also on the bus though neither the child or the driver were injured by the gunfire, Baxter then drove away from the scene which resulted in a high speed chase until the car crashed and Baxter was killed by the police in a shootout  [446]"
"September 20, 2021","Newport News, Virginia",0,4,Two people were wounded after a shooting at Heritage High School. Another two students were hospitalized for non-shooting injuries.[447]
"September 21, 2021","Wichita, Kansas",0,3,Two students were shot and a third grazed outside Wichita East High School.[448]
"September 24, 2021","Fairfield, Alabama",0,1,"A man was wounded during a football game at Fairfield High Preparatory School, while tailgating in the parking lot. The gunfire seemed to come from off of the school campus.[449]"
"September 30, 2021","Memphis, Tennessee",0,1,One student was shot in Cummings Elementary School.[450]
"September 30, 2021","Newton, Mississippi",0,1,A 7-year-old student was injured after a gun accidentally discharged from the backpack of another student at Newton Elementary School.[451]
"October 1, 2021","Houston, Texas",0,1,A former student walked into the YES Prep Southwest school and opened fire wounding the principal as he attempted to lock down the school.[452]
"October 6, 2021","Arlington, Texas",0,4,"An adult shooter opened fire in Mansfield Timberview High School after a fight escalated; four people were injured, including a 15 year-old and a teacher.[453]"
"October 12, 2021","Chicago, Illinois",0,2,"Someone across the street from Wendell Phillips Academy High School in Bronzeville opened fire during dismissal, wounding a student and a security guard.[454]"
"October 13, 2021","Grambling, Louisiana",1,1,An eighteen-year-old opened fire at Grambling State University and wounded a 16-year-old and killed a 19-year-old before fleeing campus.[455]
"October 17, 2021","Grambling, Louisiana",1,7,A gunman opened fire at Grambling State University in the early morning outside a dining hall where students were celebrating homecoming. One person was killed and seven wounded.[456]
"November 1, 2021","Madison, Mississippi",0,0,A woman accidentally fired her gun while reaching for her phone during a basketball game at the Rosa Scott School. No one was injured.[457]
"November 19, 2021","Aurora, Colorado",0,3,Three students were shot in the parking lot of Hinkley High School. No fatalities were reported.[458]
"November 26, 2021","Campbell, California",0,2,Two men were wounded in the parking lot of Westmont High School during a football game.[459]
"November 29, 2021","Phoenix, Arizona",0,1,A student wounded another in a bathroom of Cesar Chavez High School after a gun-sale gone bad. The wounded individual realized that the money he received in the sale was fake and was shot in the argument.[460]
"November 30, 2021","Oxford Township, Michigan",4,7,"Oxford High School shooting: A 15-year-old sophomore was taken into custody. Seven people, including a teacher, were injured, and four died. An investigation is ongoing as of December 1, 2021.[461]"
"November 30, 2021","Humboldt, Tennessee",1,2,A man was killed and two others wounded two hours into a pair of basketball games between Humboldt High School and North Side. The shooting occurred outside the gym near the concessions.[462]
"December 6, 2021","Wilmington, California",1,2,A 12-year-old was killed and his step-mother wounded when a teenager opened fire on their vehicle outside the Wilmington Park Elementary School. A 9-year-old in the playground was also injured.[463]
"December 8, 2021","Kansas City, Missouri",0,2,Two teenagers were wounded in the parking lot of Ewing Marion Kauffman School during a basketball game.[464]
"January 4, 2022","Rockford, Illinois",0,2,"Two 17-year-olds were wounded while sitting in a car, in the parking lot of Auburn High School around 1pm. Three juveniles fled and were later arrested.[465]"
"January 9, 2022","Murfreesboro, North Carolina",0,0,"An unknown individual discharged a gun in a Chowan University dorm room, no injuries were reported and the bullet was located later in a fridge.[466]"
"January 11, 2022","Albuquerque, New Mexico",0,0,"A shooting occurred in the parking lot of Valley High School during a basketball game, no injuries were reported.[467]"
"January 19, 2022","Sanford, Florida",0,1,A 16-year-old student wounded an 18-year-old student around noon at Seminole High School over a disagreement about a dead relative.[468]
"January 19, 2022","Pittsburgh, Pennsylvania",1,0,A 15-year-old boy boarded a school van to go home when school was being dismissed at Oliver Citywide Academy.  Two masked gunmen approached the van and shot the boy twice in the chest. The boy was taken to the hospital where he later died.[469]
"January 21, 2022","Derwood, Maryland",0,1,"A 17-year-old boy shot and wounded a 15-year-old boy in a bathroom at Colonel Zadok Magruder High School. The victim was hospitalized, and the shooter was taken into custody.[470]"
"January 29, 2022","Beloit, Wisconsin",1,0,"A 19-year old man (suspected to be Amaree Goodall) shot and killed another 19-year-old man, Jion Broomfield in the parking lot of Beloit Memorial High School. The victim was admitted to a nearby hospital around 9:07 P.M. CST with a gunshot wound to his leg and died shortly after. Goodall, a native of Madison, was not captured until March 30.[471][472][473][474][475]"
"February 1, 2022","Richfield, Minnesota",1,1,"At the South Education Center, a fight broke out which resulted in 15-year old student Jahmari Rice being killed and a 17-year old student critically injured.[476][477]"
"February 1, 2022","Bridgewater, Virginia",2,1[n 1],Two campus police and security officers were shot and killed at Bridgewater College. The shooter was taken into custody and hospitalized for non-life-threatening injuries.[478]
"February 8, 2022","Catonsville, Maryland",0,1,A 16-year-old was wounded in an apparent targeted shooting in Catonsville High Schools parking lot shortly after 3pm.[479]
"February 9, 2022","Minneapolis, Minnesota",0,1,A moving school bus was fired at which resulted in the bus driver being non-fatally shot in the head.[480][481][482][483]
"March 4, 2022","Olathe, Kansas",0,3[n 1],"An 18-year-old senior at Olathe East High School was called to the office on suspicion of carrying a gun. Upon arriving at the office, the senior, identified as Jaylon Elmore, shot and critically wounded a school resource officer and the principal. Though wounded, the school resource officer returned fire with his service pistol, injuring Elmore. All three persons were expected to recover. Elmore has since been charged with attempted capital murder.[484]"
"March 7, 2022","Des Moines, Iowa",1,2,"Around 2:42 P.M. CST, shooters from multiple vehicles opened fire on a group of teenagers in front of East High School in a drive-by shooting. 3 teenagers, a 15-year-old targeted male, a 16-year-old female, and an 18-year-old female, were shot and transferred to hospitals where they were reported to be in critical condition. The targeted victim died from his injuries shortly thereafter. 6 teenagers were arrested in the following hours and were later charged as adults for murder.[485]"
"March 31, 2022","Greenville, South Carolina",1,0,A 12-year-old student shot and killed another student at Tanglewood Middle School. The shooter was found under a deck at a nearby home.[486]
"April 5, 2022","Erie, Pennsylvania",0,1,A student was wounded after multiple shots were fired at Erie High School around 9:20 am. No perpetrator was immediately identified and police were searching for a person who had fled campus shortly after the shooting.[487]
"April 22, 2022","Washington, District of Columbia",0,4,"A resident of an adjacent apartment building fired more than 239 shots indiscriminately toward the Edmund Burke School in the Van Ness neighborhood of Washington, D.C., wounding a 12 year-old, two adults in their vehicles, and a school security guard. The shooting took place across the street from the student center of the University of the District of Columbia. Multiple law enforcement agencies led an intensive area lockdown for more than five hours that ended after the 23 year-old suspect died from a self-inflicted gunshot wound as police breached the apartment door.[488]"
"May 9, 2022","Suwanee, Georgia",0,1,A woman fired 12 shots at a moving school bus. Nobody was shot but the bus driver was injured by shattered glass.[489]
"May 17, 2022","Chicago, Illinois",0,1,"An 8-year old child found his mother's gun under his mother's bed and brought it to his school in his backpack. On Tuesday, May 17th at around 10 AM the gun accidentally discharged in the students backpack in the classroom and injured a 7-year old classmate. The mother, 28-year-old Tatanina Kelly is charged with three counts of child endangerment.[490] The incident took place at Walt Disney Magnet school in the Buena Park neighborhood located at 4140 N. Marine Drive.[491]"
"May 18, 2022","Murfreesboro, Tennessee",1,1,"Following a graduation ceremony for Riverdale High School on the campus of Middle Tennessee State University a fight began in which two people were shot. A graduate of Riverdale was killed, a student was wounded, and another teenager was arrested.[492]"
"May 19, 2022","Hammond, Louisiana",0,3,"Three people were hospitalized after a shooting at Southeastern Louisiana University, where students at Hammond High Magnet School were leaving their graduation ceremony.[492]"
"May 19, 2022","Kentwood, Michigan",0,2,Two people were shot outside of East Kentwood High School's football stadium during a graduation ceremony. According to the Kent County Sheriff the shooting occurred when two people exchanged gunshots from their cars.[492]
"May 24, 2022","Uvalde, Texas",22[n 1],18,Robb Elementary School shooting: An 18-year-old suspect entered the school and shot various students. 21 people were killed; 19 students and 2 teachers. The gunman was killed in a shootout with responding police officers.[493][494]
"May 31, 2022","New Orleans, Louisiana",1,2,"Three people were shot after a graduation ceremony for Morris Jeff Community School on the campus of Xavier University of Louisiana. One of the victims, an elderly woman, died from her injuries.[495]"
